,0
2751,['question']
2752,['narrative']
2753,['narrative']
2754,['emotional_support']
2755,['emotional_support']
2756,['informational_support']
2757,['emotional_support']
2758,['emotional_support']
2759,['emotional_support']
2760,['emotional_support']
2761,['informational_support']
2762,"['informational_support', 'narrative']"
2763,['informational_support']
2764,['external_source']
2765,[]
2766,['informational_support']
2767,['informational_support']
2768,['question']
2769,['narrative']
2770,['informational_support']
2771,[]
2772,"['informational_support', 'narrative']"
2773,['informational_support']
2774,['narrative']
2775,['informational_support']
2776,['question']
2777,['narrative']
2778,['informational_support']
2779,['narrative']
2780,['narrative']
2781,"['informational_support', 'narrative']"
2782,['narrative']
2783,['informational_support']
2784,['informational_support']
2785,['narrative']
2786,['informational_support']
2787,['narrative']
2788,['question']
2789,['narrative']
2790,"['narrative', 'question']"
2791,['informational_support']
2792,['informational_support']
2793,['narrative']
2794,['informational_support']
2795,['informational_support']
2796,['narrative']
2797,"['informational_support', 'question']"
2798,['narrative']
2799,['question']
2800,['informational_support']
2801,['informational_support']
2802,['question']
2803,"['external_source', 'informational_support']"
2804,['informational_support']
2805,['informational_support']
2806,['narrative']
2807,['narrative']
2808,"['informational_support', 'question']"
2809,['question']
2810,['narrative']
2811,['narrative']
2812,['informational_support']
2813,['informational_support']
2814,[]
2815,['informational_support']
2816,['informational_support']
2817,['informational_support']
2818,"['informational_support', 'narrative']"
2819,['emotional_support']
2820,['narrative']
2821,['informational_support']
2822,"['informational_support', 'question']"
2823,"['external_source', 'informational_support']"
2824,"['emotional_support', 'narrative']"
2825,['question']
2826,['question']
2827,['narrative']
2828,['narrative']
2829,['narrative']
2830,['question']
2831,['question']
2832,['narrative']
2833,['informational_support']
2834,['informational_support']
2835,['informational_support']
2836,['informational_support']
2837,['informational_support']
2838,['narrative']
2839,"['informational_support', 'question']"
2840,['informational_support']
2841,['narrative']
2842,"['emotional_support', 'narrative']"
2843,"['informational_support', 'narrative']"
2844,['narrative']
2845,['informational_support']
2846,['narrative']
2847,['narrative']
2848,[]
2849,['informational_support']
2850,['question']
2851,['narrative']
2852,"['informational_support', 'question']"
2853,['narrative']
2854,['emotional_support']
2855,['narrative']
2856,['question']
2857,['informational_support']
2858,['narrative']
2859,['informational_support']
2860,[]
2861,['informational_support']
2862,[]
2863,['question']
2864,"['informational_support', 'question']"
2865,['informational_support']
2866,['informational_support']
2867,['informational_support']
2868,['informational_support']
2869,['narrative']
2870,['narrative']
2871,['informational_support']
2872,"['narrative', 'question']"
2873,['informational_support']
2874,['informational_support']
2875,[]
2876,['informational_support']
2877,['narrative']
2878,[]
2879,[]
2880,['emotional_support']
2881,['narrative']
2882,"['emotional_support', 'narrative']"
2883,['informational_support']
2884,['question']
2885,['narrative']
2886,['narrative']
2887,['informational_support']
2888,['narrative']
2889,[]
2890,['narrative']
2891,"['narrative', 'question']"
2892,['narrative']
2893,['informational_support']
2894,['question']
2895,['narrative']
2896,['narrative']
2897,['informational_support']
2898,"['external_source', 'narrative']"
2899,['question']
2900,['informational_support']
2901,"['informational_support', 'question']"
2902,['informational_support']
2903,"['emotional_support', 'narrative']"
2904,['external_source']
2905,['informational_support']
2906,['narrative']
2907,"['emotional_support', 'informational_support']"
2908,['informational_support']
2909,"['informational_support', 'question']"
2910,['informational_support']
2911,['informational_support']
2912,['informational_support']
2913,['narrative']
2914,['emotional_support']
2915,['narrative']
2916,['narrative']
2917,['narrative']
2918,['narrative']
2919,['question']
2920,['informational_support']
2921,['informational_support']
2922,['emotional_support']
2923,['question']
2924,['narrative']
2925,['narrative']
2926,['informational_support']
2927,"['informational_support', 'question']"
2928,['informational_support']
2929,['narrative']
2930,['informational_support']
2931,['narrative']
2932,['narrative']
2933,"['informational_support', 'narrative']"
2934,['informational_support']
2935,['narrative']
2936,[]
2937,['narrative']
2938,['narrative']
2939,['narrative']
2940,['question']
2941,"['informational_support', 'question']"
2942,['narrative']
2943,['narrative']
2944,['narrative']
2945,['informational_support']
2946,['question']
2947,['emotional_support']
2948,[]
2949,['informational_support']
2950,"['emotional_support', 'informational_support']"
2951,"['narrative', 'question']"
2952,[]
2953,"['emotional_support', 'narrative']"
2954,['narrative']
2955,[]
2956,['emotional_support']
2957,['emotional_support']
2958,['narrative']
2959,['emotional_support']
2960,['emotional_support']
2961,['informational_support']
2962,['narrative']
2963,"['emotional_support', 'narrative']"
2964,['emotional_support']
2965,['narrative']
2966,['emotional_support']
2967,['emotional_support']
2968,"['informational_support', 'narrative']"
2969,['emotional_support']
2970,"['emotional_support', 'narrative']"
2971,['narrative']
2972,[]
2973,['emotional_support']
2974,"['emotional_support', 'narrative']"
2975,['informational_support']
2976,['narrative']
2977,['narrative']
2978,"['external_source', 'informational_support']"
2979,['informational_support']
2980,['emotional_support']
2981,['narrative']
2982,"['external_source', 'informational_support']"
2983,['question']
2984,['emotional_support']
2985,['narrative']
2986,['informational_support']
2987,['question']
2988,"['informational_support', 'narrative']"
2989,['narrative']
2990,['informational_support']
2991,['informational_support']
2992,['informational_support']
2993,"['informational_support', 'question']"
2994,['informational_support']
2995,['informational_support']
2996,"['informational_support', 'question']"
2997,['informational_support']
2998,['informational_support']
2999,['informational_support']
3000,['narrative']
3001,['informational_support']
3002,['question']
3003,"['external_source', 'informational_support']"
3004,['narrative']
3005,"['informational_support', 'narrative']"
3006,['narrative']
3007,['question']
3008,['informational_support']
3009,['question']
3010,['question']
3011,['question']
3012,['question']
3013,['informational_support']
3014,['question']
3015,['narrative']
3016,['informational_support']
3017,['narrative']
3018,['informational_support']
3019,"['informational_support', 'narrative']"
3020,['narrative']
3021,['question']
3022,['question']
3023,['narrative']
3024,"['informational_support', 'narrative']"
3025,[]
3026,['narrative']
3027,['informational_support']
3028,[]
3029,['narrative']
3030,['informational_support']
3031,['narrative']
3032,['narrative']
3033,['narrative']
3034,"['informational_support', 'question']"
3035,['narrative']
3036,['narrative']
3037,[]
3038,['narrative']
3039,['question']
3040,['narrative']
3041,"['informational_support', 'question']"
3042,['narrative']
3043,['narrative']
3044,['narrative']
3045,['narrative']
3046,['informational_support']
3047,['narrative']
3048,['narrative']
3049,['narrative']
3050,"['informational_support', 'narrative']"
3051,['informational_support']
3052,['narrative']
3053,"['informational_support', 'narrative']"
3054,"['external_source', 'question']"
3055,['narrative']
3056,[]
3057,['narrative']
3058,"['informational_support', 'question']"
3059,['narrative']
3060,['narrative']
3061,['narrative']
3062,['narrative']
3063,['narrative']
3064,['emotional_support']
3065,['narrative']
3066,['narrative']
3067,['narrative']
3068,['informational_support']
3069,[]
3070,['narrative']
3071,['informational_support']
3072,['narrative']
3073,[]
3074,['informational_support']
3075,['informational_support']
3076,"['informational_support', 'question']"
3077,['informational_support']
3078,['informational_support']
3079,"['informational_support', 'narrative']"
3080,['narrative']
3081,['narrative']
3082,['narrative']
3083,[]
3084,['question']
3085,['narrative']
3086,['informational_support']
3087,['informational_support']
3088,['informational_support']
3089,['narrative']
3090,['informational_support']
3091,['informational_support']
3092,['narrative']
3093,['question']
3094,['informational_support']
3095,['narrative']
3096,['narrative']
3097,['informational_support']
3098,"['emotional_support', 'narrative']"
3099,['narrative']
3100,['narrative']
3101,['narrative']
3102,['narrative']
3103,['narrative']
3104,['narrative']
3105,[]
3106,['narrative']
3107,['narrative']
3108,['emotional_support']
3109,"['informational_support', 'narrative']"
3110,['informational_support']
3111,['informational_support']
3112,['informational_support']
3113,['informational_support']
3114,['informational_support']
3115,"['informational_support', 'narrative']"
3116,['question']
3117,['narrative']
3118,['narrative']
3119,['emotional_support']
3120,['narrative']
3121,"['emotional_support', 'narrative']"
3122,[]
3123,['emotional_support']
3124,['emotional_support']
3125,['question']
3126,['question']
3127,"['informational_support', 'question']"
3128,['emotional_support']
3129,['informational_support']
3130,"['informational_support', 'narrative']"
3131,['narrative']
3132,"['informational_support', 'narrative']"
3133,"['emotional_support', 'informational_support']"
3134,['informational_support']
3135,['informational_support']
3136,['narrative']
3137,['narrative']
3138,['informational_support']
3139,['informational_support']
3140,[]
3141,[]
3142,['narrative']
3143,['emotional_support']
3144,"['emotional_support', 'narrative']"
3145,['narrative']
3146,"['emotional_support', 'narrative']"
3147,['narrative']
3148,['informational_support']
3149,['narrative']
3150,['narrative']
3151,['narrative']
3152,['narrative']
3153,['narrative']
3154,['narrative']
3155,['narrative']
3156,"['emotional_support', 'narrative']"
3157,['informational_support']
3158,"['informational_support', 'question']"
3159,['narrative']
3160,['informational_support']
3161,['narrative']
3162,['narrative']
3163,['informational_support']
3164,['informational_support']
3165,['narrative']
3166,['informational_support']
3167,['informational_support']
3168,['narrative']
3169,"['external_source', 'question']"
3170,['question']
3171,['informational_support']
3172,['emotional_support']
3173,['informational_support']
3174,[]
3175,[]
3176,['informational_support']
3177,['informational_support']
3178,['informational_support']
3179,['question']
3180,['informational_support']
3181,['informational_support']
3182,['emotional_support']
3183,['narrative']
3184,['informational_support']
3185,['informational_support']
3186,['informational_support']
3187,['narrative']
3188,['informational_support']
3189,['informational_support']
3190,['narrative']
3191,['external_source']
3192,['informational_support']
3193,['emotional_support']
3194,['emotional_support']
3195,['emotional_support']
3196,['informational_support']
3197,"['external_source', 'informational_support']"
3198,['informational_support']
3199,['informational_support']
3200,"['informational_support', 'question']"
3201,['narrative']
3202,['narrative']
3203,"['emotional_support', 'question']"
3204,[]
3205,['informational_support']
3206,"['informational_support', 'narrative']"
3207,['informational_support']
3208,['informational_support']
3209,['informational_support']
3210,['question']
3211,['emotional_support']
3212,['question']
3213,['informational_support']
3214,"['informational_support', 'narrative']"
3215,"['informational_support', 'narrative']"
3216,"['informational_support', 'narrative']"
3217,"['informational_support', 'question']"
3218,['narrative']
3219,"['informational_support', 'narrative']"
3220,['question']
3221,"['informational_support', 'narrative']"
3222,['narrative']
3223,"['external_source', 'informational_support']"
3224,['question']
3225,['narrative']
3226,['narrative']
3227,['narrative']
3228,"['emotional_support', 'narrative', 'question']"
3229,['informational_support']
3230,['informational_support']
3231,['external_source']
3232,['narrative']
3233,['narrative']
3234,['emotional_support']
3235,"['informational_support', 'question']"
3236,['narrative']
3237,['narrative']
3238,['narrative']
3239,['question']
3240,['narrative']
3241,['informational_support']
3242,['narrative']
3243,"['emotional_support', 'narrative']"
3244,[]
3245,['informational_support']
3246,"['emotional_support', 'narrative']"
3247,['emotional_support']
3248,"['informational_support', 'question']"
3249,"['external_source', 'informational_support']"
3250,[]
3251,['narrative']
3252,['informational_support']
3253,['narrative']
3254,[]
3255,['informational_support']
3256,['informational_support']
3257,"['emotional_support', 'narrative']"
3258,['informational_support']
3259,['question']
3260,['informational_support']
3261,['informational_support']
3262,['narrative']
3263,[]
3264,['narrative']
3265,['external_source']
3266,['informational_support']
3267,[]
3268,['narrative']
3269,['narrative']
3270,['narrative']
3271,"['informational_support', 'narrative']"
3272,"['emotional_support', 'narrative']"
3273,['narrative']
3274,['informational_support']
3275,['narrative']
3276,['narrative']
3277,[]
3278,['narrative']
3279,['narrative']
3280,"['emotional_support', 'question']"
3281,['question']
3282,['informational_support']
3283,['narrative']
3284,['emotional_support']
3285,['informational_support']
3286,['narrative']
3287,['emotional_support']
3288,['narrative']
3289,['question']
3290,"['informational_support', 'question']"
3291,"['informational_support', 'narrative']"
3292,['question']
3293,['informational_support']
3294,['informational_support']
3295,['informational_support']
3296,"['narrative', 'question']"
3297,['informational_support']
3298,['question']
3299,[]
3300,['informational_support']
3301,['informational_support']
3302,"['emotional_support', 'informational_support']"
3303,"['informational_support', 'question']"
3304,['narrative']
3305,['informational_support']
3306,['informational_support']
3307,"['external_source', 'question']"
3308,['narrative']
3309,['question']
3310,['narrative']
3311,['informational_support']
3312,"['narrative', 'question']"
3313,['informational_support']
3314,['informational_support']
3315,['informational_support']
3316,"['external_source', 'informational_support', 'narrative', 'question']"
3317,['question']
3318,['informational_support']
3319,['narrative']
3320,['narrative']
3321,['informational_support']
3322,['informational_support']
3323,[]
3324,['informational_support']
3325,['informational_support']
3326,['informational_support']
3327,['informational_support']
3328,[]
3329,['informational_support']
3330,"['informational_support', 'question']"
3331,['informational_support']
3332,['informational_support']
3333,['informational_support']
3334,"['external_source', 'informational_support']"
3335,['emotional_support']
3336,['informational_support']
3337,['question']
3338,"['emotional_support', 'informational_support']"
3339,['narrative']
3340,['narrative']
3341,['informational_support']
3342,"['emotional_support', 'narrative']"
3343,"['informational_support', 'narrative']"
3344,['informational_support']
3345,[]
3346,['informational_support']
3347,['external_source']
3348,"['external_source', 'informational_support']"
3349,['narrative']
3350,['emotional_support']
3351,"['external_source', 'informational_support']"
3352,"['emotional_support', 'informational_support']"
3353,['narrative']
3354,['informational_support']
3355,['informational_support']
3356,['question']
3357,['informational_support']
3358,[]
3359,[]
3360,['informational_support']
3361,['question']
3362,['emotional_support']
3363,[]
3364,['informational_support']
3365,['question']
3366,"['narrative', 'question']"
3367,['informational_support']
3368,"['emotional_support', 'narrative']"
3369,['external_source']
3370,"['narrative', 'question']"
3371,['informational_support']
3372,"['informational_support', 'narrative']"
3373,['narrative']
3374,['emotional_support']
3375,['external_source']
3376,['narrative']
3377,['narrative']
3378,['informational_support']
3379,['narrative']
3380,['question']
3381,['informational_support']
3382,['narrative']
3383,['informational_support']
3384,"['narrative', 'question']"
3385,['narrative']
3386,['informational_support']
3387,"['informational_support', 'narrative']"
3388,['informational_support']
3389,['informational_support']
3390,['informational_support']
3391,"['informational_support', 'narrative']"
3392,"['informational_support', 'question']"
3393,['narrative']
3394,"['informational_support', 'narrative']"
3395,[]
3396,"['external_source', 'informational_support']"
3397,[]
3398,['question']
3399,['question']
3400,['narrative']
3401,[]
3402,['informational_support']
3403,['emotional_support']
3404,['narrative']
3405,['narrative']
3406,[]
3407,"['informational_support', 'narrative']"
3408,"['informational_support', 'narrative']"
3409,['narrative']
3410,['informational_support']
3411,['emotional_support']
3412,['narrative']
3413,"['informational_support', 'narrative']"
3414,['narrative']
3415,['informational_support']
3416,['narrative']
3417,['informational_support']
3418,['informational_support']
3419,['narrative']
3420,"['informational_support', 'narrative']"
3421,['informational_support']
3422,['informational_support']
3423,['narrative']
3424,['informational_support']
3425,['informational_support']
3426,"['informational_support', 'narrative']"
3427,"['informational_support', 'question']"
3428,['emotional_support']
3429,['emotional_support']
3430,['informational_support']
3431,['emotional_support']
3432,['emotional_support']
3433,['emotional_support']
3434,"['emotional_support', 'narrative']"
3435,['emotional_support']
3436,['narrative']
3437,['emotional_support']
3438,['emotional_support']
3439,['emotional_support']
3440,['emotional_support']
3441,['emotional_support']
3442,['emotional_support']
3443,['emotional_support']
3444,['emotional_support']
3445,['emotional_support']
3446,['emotional_support']
3447,['emotional_support']
3448,['emotional_support']
3449,['emotional_support']
3450,['emotional_support']
3451,['emotional_support']
3452,['narrative']
3453,['emotional_support']
3454,['emotional_support']
3455,['emotional_support']
3456,['emotional_support']
3457,['informational_support']
3458,"['external_source', 'informational_support']"
3459,['external_source']
3460,['emotional_support']
3461,['emotional_support']
3462,['question']
3463,['informational_support']
3464,['emotional_support']
3465,['emotional_support']
3466,['emotional_support']
3467,['emotional_support']
3468,['narrative']
3469,"['informational_support', 'question']"
3470,[]
3471,['narrative']
3472,"['narrative', 'question']"
3473,"['external_source', 'informational_support']"
3474,['narrative']
3475,['narrative']
3476,['question']
3477,['narrative']
3478,"['emotional_support', 'narrative']"
3479,['narrative']
3480,['informational_support']
3481,['narrative']
3482,['emotional_support']
3483,['narrative']
3484,['narrative']
3485,['narrative']
3486,['informational_support']
3487,"['informational_support', 'narrative']"
3488,['narrative']
3489,['narrative']
3490,['narrative']
3491,['question']
3492,['narrative']
3493,"['informational_support', 'narrative']"
3494,['narrative']
3495,['narrative']
3496,['informational_support']
3497,['narrative']
3498,['narrative']
3499,[]
3500,['informational_support']
3501,['question']
3502,['informational_support']
3503,"['narrative', 'question']"
3504,['informational_support']
3505,"['emotional_support', 'informational_support']"
3506,['informational_support']
3507,['narrative']
3508,['question']
3509,['narrative']
3510,['informational_support']
3511,['informational_support']
3512,['narrative']
3513,['narrative']
3514,['informational_support']
3515,['narrative']
3516,['narrative']
3517,['informational_support']
3518,"['informational_support', 'narrative']"
3519,['informational_support']
3520,['informational_support']
3521,['narrative']
3522,['narrative']
3523,['narrative']
3524,"['narrative', 'question']"
3525,"['informational_support', 'narrative']"
3526,[]
3527,['narrative']
3528,['narrative']
3529,['informational_support']
3530,[]
3531,['narrative']
3532,['narrative']
3533,['narrative']
3534,[]
3535,['narrative']
3536,['informational_support']
3537,[]
3538,['informational_support']
3539,['emotional_support']
3540,['narrative']
3541,['question']
3542,['narrative']
3543,['external_source']
3544,['question']
3545,['informational_support']
3546,['informational_support']
3547,['narrative']
3548,['narrative']
3549,"['informational_support', 'narrative']"
3550,['informational_support']
3551,['narrative']
3552,['narrative']
3553,['informational_support']
3554,['narrative']
3555,['narrative']
3556,"['informational_support', 'question']"
3557,"['external_source', 'informational_support']"
3558,['emotional_support']
3559,"['informational_support', 'narrative']"
3560,['narrative']
3561,['informational_support']
3562,['informational_support']
3563,['narrative']
3564,['informational_support']
3565,['informational_support']
3566,"['informational_support', 'narrative']"
3567,"['informational_support', 'narrative']"
3568,"['informational_support', 'question']"
3569,['question']
3570,['narrative']
3571,[]
3572,['narrative']
3573,"['informational_support', 'question']"
3574,['narrative']
3575,['informational_support']
3576,['external_source']
3577,['emotional_support']
3578,['emotional_support']
3579,['narrative']
3580,['narrative']
3581,[]
3582,['narrative']
3583,['informational_support']
3584,['informational_support']
3585,['narrative']
3586,['narrative']
3587,['informational_support']
3588,[]
3589,['narrative']
3590,['narrative']
3591,['narrative']
3592,['narrative']
3593,['informational_support']
3594,['narrative']
3595,"['informational_support', 'question']"
3596,['question']
3597,['informational_support']
3598,['external_source']
3599,['narrative']
3600,"['external_source', 'informational_support']"
3601,['narrative']
3602,['informational_support']
3603,"['emotional_support', 'narrative']"
3604,['narrative']
3605,['informational_support']
3606,['narrative']
3607,['informational_support']
3608,['narrative']
3609,['informational_support']
3610,['informational_support']
3611,"['informational_support', 'question']"
3612,"['informational_support', 'question']"
3613,['informational_support']
3614,['narrative']
3615,"['emotional_support', 'narrative']"
3616,['narrative']
3617,['informational_support']
3618,"['informational_support', 'narrative']"
3619,['narrative']
3620,"['informational_support', 'narrative']"
3621,['narrative']
3622,['informational_support']
3623,[]
3624,"['informational_support', 'narrative']"
3625,['informational_support']
3626,['informational_support']
3627,['narrative']
3628,['emotional_support']
3629,['informational_support']
3630,['informational_support']
3631,['informational_support']
3632,['informational_support']
3633,['informational_support']
3634,['informational_support']
3635,['informational_support']
3636,['narrative']
3637,['narrative']
3638,['narrative']
3639,['narrative']
3640,[]
3641,['informational_support']
3642,['informational_support']
3643,['emotional_support']
3644,['emotional_support']
3645,['emotional_support']
3646,"['emotional_support', 'narrative']"
3647,['informational_support']
3648,"['informational_support', 'narrative']"
3649,"['informational_support', 'narrative']"
3650,['external_source']
3651,['informational_support']
3652,['narrative']
3653,['informational_support']
3654,['question']
3655,[]
3656,"['informational_support', 'narrative']"
3657,['informational_support']
3658,"['informational_support', 'question']"
3659,"['informational_support', 'question']"
3660,"['informational_support', 'question']"
3661,['informational_support']
3662,"['informational_support', 'narrative']"
3663,"['external_source', 'informational_support']"
3664,['emotional_support']
3665,['narrative']
3666,['informational_support']
3667,['narrative']
3668,['informational_support']
3669,['narrative']
3670,['informational_support']
3671,['informational_support']
3672,['informational_support']
3673,['informational_support']
3674,['question']
3675,['narrative']
3676,['question']
3677,"['informational_support', 'narrative']"
3678,[]
3679,['narrative']
3680,['informational_support']
3681,['informational_support']
3682,['narrative']
3683,['narrative']
3684,['informational_support']
3685,['informational_support']
3686,"['informational_support', 'narrative']"
3687,"['informational_support', 'question']"
3688,['informational_support']
3689,"['informational_support', 'narrative']"
3690,['informational_support']
3691,['informational_support']
3692,[]
3693,['informational_support']
3694,"['external_source', 'informational_support']"
3695,['question']
3696,[]
3697,['narrative']
3698,"['emotional_support', 'question']"
3699,['informational_support']
3700,['external_source']
3701,['narrative']
3702,['informational_support']
3703,['narrative']
3704,"['informational_support', 'narrative']"
3705,['informational_support']
3706,"['informational_support', 'narrative']"
3707,"['narrative', 'question']"
3708,['narrative']
3709,"['informational_support', 'narrative']"
3710,"['informational_support', 'narrative']"
3711,['narrative']
3712,['narrative']
3713,['narrative']
3714,[]
3715,"['informational_support', 'narrative']"
3716,['narrative']
3717,['informational_support']
3718,['narrative']
3719,"['informational_support', 'narrative']"
3720,"['informational_support', 'narrative']"
3721,['narrative']
3722,['informational_support']
3723,"['informational_support', 'narrative']"
3724,['narrative']
3725,['informational_support']
3726,[]
3727,['informational_support']
3728,['informational_support']
3729,['narrative']
3730,['emotional_support']
3731,['narrative']
3732,['informational_support']
3733,['narrative']
3734,['narrative']
3735,['informational_support']
3736,['narrative']
3737,['question']
3738,['question']
3739,['informational_support']
3740,['narrative']
3741,['emotional_support']
3742,"['informational_support', 'narrative']"
3743,['informational_support']
3744,[]
3745,"['emotional_support', 'informational_support']"
3746,"['emotional_support', 'informational_support']"
3747,['narrative']
3748,['question']
3749,['emotional_support']
3750,['informational_support']
3751,['informational_support']
3752,['emotional_support']
3753,['narrative']
3754,['narrative']
3755,['narrative']
3756,['narrative']
3757,['narrative']
3758,['emotional_support']
3759,['narrative']
3760,['narrative']
3761,['narrative']
3762,['narrative']
3763,['narrative']
3764,['narrative']
3765,['narrative']
3766,['informational_support']
3767,['informational_support']
3768,"['informational_support', 'question']"
3769,['informational_support']
3770,['informational_support']
3771,['question']
3772,['informational_support']
3773,['informational_support']
3774,"['emotional_support', 'narrative']"
3775,['emotional_support']
3776,['informational_support']
3777,['informational_support']
3778,['informational_support']
3779,['informational_support']
3780,['narrative']
3781,['narrative']
3782,['informational_support']
3783,['informational_support']
3784,['narrative']
3785,"['informational_support', 'narrative']"
3786,['informational_support']
3787,['narrative']
3788,['narrative']
3789,"['emotional_support', 'narrative']"
3790,['informational_support']
3791,['question']
3792,['narrative']
3793,['narrative']
3794,['informational_support']
3795,['question']
3796,['narrative']
3797,"['emotional_support', 'narrative']"
3798,[]
3799,['emotional_support']
3800,['informational_support']
3801,['external_source']
3802,['question']
3803,['narrative']
3804,['narrative']
3805,['narrative']
3806,['informational_support']
3807,['narrative']
3808,"['emotional_support', 'narrative']"
3809,['narrative']
3810,['narrative']
3811,"['external_source', 'informational_support', 'narrative']"
3812,['informational_support']
3813,['emotional_support']
3814,['question']
3815,['narrative']
3816,['narrative']
3817,['narrative']
3818,['informational_support']
3819,['informational_support']
3820,['emotional_support']
3821,['narrative']
3822,"['informational_support', 'question']"
3823,['emotional_support']
3824,"['informational_support', 'narrative']"
3825,['question']
3826,['informational_support']
3827,['narrative']
3828,['narrative']
3829,['informational_support']
3830,['emotional_support']
3831,['narrative']
3832,['informational_support']
3833,['narrative']
3834,['informational_support']
3835,['informational_support']
3836,['narrative']
3837,['informational_support']
3838,['informational_support']
3839,['question']
3840,['narrative']
3841,"['informational_support', 'narrative']"
3842,['narrative']
3843,['narrative']
3844,['narrative']
3845,['narrative']
3846,['narrative']
3847,['narrative']
3848,['informational_support']
3849,['narrative']
3850,['narrative']
3851,[]
3852,['narrative']
3853,['informational_support']
3854,[]
3855,['informational_support']
3856,['narrative']
3857,"['emotional_support', 'narrative']"
3858,['narrative']
3859,['external_source']
3860,"['emotional_support', 'informational_support', 'narrative']"
3861,['narrative']
3862,['informational_support']
3863,['question']
3864,['narrative']
3865,['narrative']
3866,['question']
3867,['narrative']
3868,"['informational_support', 'narrative']"
3869,['narrative']
3870,['question']
3871,['informational_support']
3872,['emotional_support']
3873,['emotional_support']
3874,['informational_support']
3875,['narrative']
3876,['question']
3877,['narrative']
3878,"['informational_support', 'narrative']"
3879,['narrative']
3880,['informational_support']
3881,['narrative']
3882,['narrative']
3883,['narrative']
3884,['question']
3885,['narrative']
3886,['emotional_support']
3887,['emotional_support']
3888,['emotional_support']
3889,['emotional_support']
3890,['emotional_support']
3891,['emotional_support']
3892,['emotional_support']
3893,['emotional_support']
3894,"['emotional_support', 'narrative']"
3895,['narrative']
3896,['narrative']
3897,"['informational_support', 'question']"
3898,['narrative']
3899,['narrative']
3900,"['narrative', 'question']"
3901,['narrative']
3902,['informational_support']
3903,"['external_source', 'informational_support', 'question']"
3904,[]
3905,['informational_support']
3906,['informational_support']
3907,['narrative']
3908,['emotional_support']
3909,['emotional_support']
3910,[]
3911,[]
3912,['emotional_support']
3913,[]
3914,['informational_support']
3915,['narrative']
3916,['informational_support']
3917,['narrative']
3918,"['emotional_support', 'external_source']"
3919,"['emotional_support', 'narrative']"
3920,"['informational_support', 'narrative']"
3921,"['emotional_support', 'question']"
3922,"['emotional_support', 'question']"
3923,[]
3924,['informational_support']
3925,"['informational_support', 'question']"
3926,['narrative']
3927,"['informational_support', 'narrative']"
3928,['narrative']
3929,['narrative']
3930,['narrative']
3931,['narrative']
3932,"['external_source', 'informational_support']"
3933,['narrative']
3934,"['informational_support', 'question']"
3935,['emotional_support']
3936,['narrative']
3937,['narrative']
3938,['narrative']
3939,"['emotional_support', 'narrative']"
3940,['narrative']
3941,['narrative']
3942,['emotional_support']
3943,['emotional_support']
3944,['emotional_support']
3945,['narrative']
3946,['external_source']
3947,"['narrative', 'question']"
3948,"['narrative', 'question']"
3949,['narrative']
3950,['informational_support']
3951,[]
3952,['informational_support']
3953,"['informational_support', 'narrative']"
3954,['question']
3955,['narrative']
3956,"['emotional_support', 'informational_support']"
3957,['question']
3958,"['narrative', 'question']"
3959,['informational_support']
3960,"['emotional_support', 'informational_support']"
3961,['question']
3962,"['informational_support', 'question']"
3963,['emotional_support']
3964,['emotional_support']
3965,['informational_support']
3966,['narrative']
3967,['narrative']
3968,['emotional_support']
3969,['informational_support']
3970,"['external_source', 'informational_support']"
3971,['informational_support']
3972,['informational_support']
3973,['informational_support']
3974,[]
3975,['informational_support']
3976,['narrative']
3977,['informational_support']
3978,[]
3979,['informational_support']
3980,['question']
3981,['narrative']
3982,"['narrative', 'question']"
3983,['emotional_support']
3984,['question']
3985,['narrative']
3986,['narrative']
3987,"['emotional_support', 'question']"
3988,['narrative']
3989,['informational_support']
3990,['narrative']
3991,"['informational_support', 'narrative']"
3992,['emotional_support']
3993,"['external_source', 'informational_support']"
3994,"['emotional_support', 'informational_support']"
3995,['narrative']
3996,['informational_support']
3997,['narrative']
3998,['narrative']
3999,"['informational_support', 'question']"
4000,['question']
4001,"['emotional_support', 'informational_support', 'question']"
4002,['informational_support']
4003,"['informational_support', 'narrative']"
4004,"['external_source', 'informational_support']"
4005,"['informational_support', 'narrative']"
4006,"['narrative', 'question']"
4007,['narrative']
4008,"['informational_support', 'question']"
4009,"['informational_support', 'question']"
4010,['narrative']
4011,['informational_support']
4012,['narrative']
4013,['external_source']
4014,['narrative']
4015,['narrative']
4016,[]
4017,['informational_support']
4018,['narrative']
4019,['informational_support']
4020,['narrative']
4021,"['informational_support', 'narrative']"
4022,['narrative']
4023,['informational_support']
4024,['informational_support']
4025,['narrative']
4026,['emotional_support']
4027,['narrative']
4028,['question']
4029,['question']
4030,['emotional_support']
4031,['informational_support']
4032,['narrative']
4033,['narrative']
4034,"['emotional_support', 'narrative']"
4035,['narrative']
4036,['narrative']
4037,['emotional_support']
4038,['question']
4039,['narrative']
4040,['narrative']
4041,['narrative']
4042,"['informational_support', 'narrative', 'question']"
4043,['emotional_support']
4044,"['informational_support', 'narrative']"
4045,['narrative']
4046,[]
4047,['narrative']
4048,['informational_support']
4049,"['narrative', 'question']"
4050,['question']
4051,['emotional_support']
4052,['emotional_support']
4053,"['emotional_support', 'narrative']"
4054,['informational_support']
4055,"['informational_support', 'question']"
4056,['narrative']
4057,['informational_support']
4058,['informational_support']
4059,"['emotional_support', 'narrative']"
4060,['narrative']
4061,['question']
4062,['question']
4063,['question']
